Objective function,Crossover,Selection,Tournament percentage,Seed,Algorithm solution,Algorithm fitness
F12014,one_point,roulette,0.2,2486742244,[15.402694142768894; 10.633708219570792; -76.3456575679164; 91.20060204791469; -64.20264252044943; -92.83693653921603; 83.77956392839667; -66.97611361891391; 55.68229652871452; 2.802888114825535],155012187.17040408
F12014,one_point,roulette,0.2,3627482465,[-47.63259206333687; 57.1979789271862; -42.43056634638478; -60.29869096220446; -65.08520399094778; -24.795318647771197; 97.8095607351151; 12.210190982252385; 84.94819456133555; -31.378643583034687],145112096.63261205
F12014,one_point,roulette,0.2,3206364859,[45.449830261828396; 40.50110218192597; -75.58483283251616; -17.337449767757747; -31.942930746554183; -71.69515773831179; 66.24546146048948; 35.732138666827154; 60.73611075844724; 71.84599202015721],116068262.03994776
F12014,one_point,roulette,0.2,372852627,[3.912482319393476; -53.334493315674635; -80.42035974951034; -54.01926059650075; 17.743550343836347; -33.65172744909859; -36.991714092866104; -76.14380207586325; 74.75446635477616; 56.61104386245742],476930726.47397304
F12014,one_point,roulette,0.2,3268409254,[49.94055298869296; -4.788921663005311; -76.70236045747384; -13.853484217257133; -88.93401905537411; -72.30816895706297; 10.333619896046969; 55.242767486936; 60.06906659576984; 63.36617984254937],151870497.70596954
F12014,one_point,roulette,0.2,3826067676,[-14.960185685938129; 25.442099667041433; -73.7981018853169; -22.130963623184584; 54.69578615812202; 32.37257334040726; 96.39058464818632; 24.699722884781124; 29.575156203075665; 31.31751727258299],503495762.8635829
F12014,one_point,roulette,0.2,1392176136,[-7.5048182192193735; 64.43272545573134; -44.77035028745515; -11.869017881757713; -63.89144462514451; 39.596049296586955; 12.418824201842241; 39.56307886193906; 75.6708884589795; 49.70133779790697],143226162.55070147
F12014,one_point,roulette,0.2,1397291132,[-53.32138193400744; -70.59511772718257; -71.98058699402266; 28.471508377315615; 55.3391186548466; -71.0921619676306; 25.651505395021502; 30.994252179544333; 36.481234970471746; -77.9273043630063],424743848.9672342
F12014,one_point,roulette,0.2,1876173237,[38.74621561334223; -20.720674243009256; -97.61932827246737; -62.266705004242716; 21.12335908945333; -70.58880833760952; -21.330934215667583; -86.97980753588963; 26.820535288852582; 62.694003086323505],255338944.29525638
F12014,one_point,roulette,0.3,1296869882,[61.56882938733463; 83.72891980948503; -91.175046483953; 3.726223605111741; -29.548153209596634; -89.06485988192185; 17.75515953073601; -38.667562619280126; 49.4151740030276; 76.57915516724432],45830924.34599922
F12014,one_point,roulette,0.3,1044196658,[-33.11622952560734; -21.70614902455145; -77.58163379179464; 21.06951429976847; 45.5519630365614; -61.36672005555048; 70.5648674473521; 97.21300299448126; 65.45644365954416; -66.70745790675724],602592652.9622929
F12014,one_point,roulette,0.3,202666239,[28.870878846282665; 55.47321796326176; -75.97457794370013; -72.748920221334; -88.36115474042964; -49.82523012134487; -48.78812427302459; 44.35352991697488; 82.1008791265439; 52.750778635355374],215143324.63717297
F12014,one_point,roulette,0.3,2843105558,[33.05017163414715; -93.39354763889737; -69.89584453107017; -18.563125320876466; -1.6556276232272609; -43.856027169965905; -52.919551652312656; 12.150528436371559; 69.16748602976085; 47.979543235770535],207913178.59537846
F12014,one_point,roulette,0.3,418284325,[-77.56340341962023; -54.13083145766768; -65.0034704410225; 14.271396650255369; -91.74405051549508; 56.170432320399016; 91.14969908903154; -54.29052645553361; 69.73320932569297; -34.61445111852426],243579909.91092217
F12014,one_point,roulette,0.3,4009681494,[-78.42998019683279; 33.103575195068004; -94.70611199657635; -33.676235721014876; -29.741303084928077; 26.371842123264926; -29.082070314627046; -27.04164167291239; 32.96783537011626; -64.53196135764892],295713089.9921881
F12014,one_point,roulette,0.3,3144383641,[12.021749606127855; 29.32532792568705; -89.123260052062; 64.47469294890266; -56.80799475572578; 4.164140865094623; 76.34540303394672; 41.15708552540022; 56.328838288338574; 74.83138529296156],210313574.60072422
F12014,one_point,roulette,0.3,1472556034,[-14.995195278024553; -96.8273355105324; -38.51784966233478; 20.33019285655459; -68.51310371332386; -86.48143480341597; -99.27523708893366; -7.491206765255967; 95.78823674913238; -38.29717427137198],177818028.25070155
F12014,one_point,roulette,0.3,2564118743,[-55.904417707910724; -40.81038197874043; -92.71767263115692; -13.863799618681455; 47.95277792960587; 27.579792610428683; -4.845694737244571; -19.190510454376252; 57.24057883058663; 11.215278565195945],304277415.66962796
F12014,one_point,roulette,0.3,899289539,[-1.944666584467143; 66.5444798932322; -67.78579097868112; 37.94570078819626; -24.27451026025797; -93.86737048877288; -74.01295030259072; 2.487554253771293; 48.91443885518942; 9.654643638425341],333756687.87136745
F12014,one_point,roulette,0.4,3119226223,[-60.057662908540685; -3.1338912164075907; -22.318185236606652; -32.79389750726271; -9.228393428566363; 70.92092756010823; 25.367237444629694; 66.0333876841172; 81.95796522651551; 5.568495652765932],174988996.5749008
F12014,one_point,roulette,0.4,4018105578,[-26.752437877490195; -30.613149183199113; -80.88402413854752; -36.76858520737416; -4.966748649150119; 72.83620402670454; 18.214654169958223; -61.57957503960978; 75.81291605221224; 71.1540766153359],259433825.72948986
F12014,one_point,roulette,0.4,3654107840,[-35.03000934307363; -28.328251739972615; -47.870982614858136; -52.34316067227587; 24.08867796663307; -51.934372913437386; 67.66693153003979; 15.551556262710477; 92.08810453433958; -18.814098859071237],167064450.1900221
F12014,one_point,roulette,0.4,4041479664,[87.26033956163636; -67.76817085678036; -62.07649405945999; -63.90407818859478; -2.518986304723086; -89.65304080823915; -43.43130103772192; -10.218162470736502; 67.76916711859556; 68.98489256058974],575049591.1741005
F12014,one_point,roulette,0.4,1962908488,[34.4703760338283; -1.2327183704182545; -22.694380260808103; 47.00651632485949; 95.86642091734052; -63.61138640468482; -3.5418028248194418; -11.506968992601756; 94.42251080891472; 41.65960706313069],204779200.38075107
F12014,one_point,roulette,0.4,2803218882,[-48.28988732274038; 73.65871858332704; -58.389469695949245; 39.05339551223804; 89.29119803966884; 5.715033804607543; 22.25077045054313; 37.990271074742935; 80.8914278274373; -22.3136812274561],97154911.18620153
F12014,one_point,roulette,0.4,3296749395,[-6.122385724465602; 12.898643450605448; -92.18012388549064; 46.72201748438479; 90.81666563743707; -0.30920077222371845; -47.473082223646635; 44.3831259265356; 31.544561969243944; 47.231820014913296],394753453.5995654
F12014,one_point,roulette,0.4,2598704940,[-31.30995847363876; -11.223194674912975; -53.109308889976845; 95.26486442732201; -95.47071286103916; -93.49825721374371; -41.72007022847674; -28.09891757059293; 70.27652759591675; -81.1354969311999],259815426.36672172
F12014,one_point,roulette,0.4,418439597,[7.375510690931563; -21.720095106558105; -83.3660413054569; -51.36713101286596; 6.444099723929455; -24.683260055208194; 29.837837558163926; -41.593473867008555; 58.36831483400033; 46.767281457430414],49716863.52111629
F12014,one_point,roulette,0.4,450413817,[-38.93044651241595; -40.19904899088951; -51.14004572211197; 71.33167114499528; 62.25258334298246; 2.700299912818423; 69.5035407752643; -43.302576387388484; 58.16094285712899; 19.897139667002904],472374840.68949825
F12014,one_point,roulette,0.5,602915465,[-19.57077194907015; -84.43333638810289; -68.32738445535027; 18.918326466091727; 65.05479187511818; 77.59410616386398; -78.32829650218508; 30.872841001697907; 43.68923090499172; 81.86726221668903],502177480.4385733
F12014,one_point,roulette,0.5,399953541,[-5.944436281649047; 13.011938511040682; -26.023734505186198; 84.7145627637972; 10.898974872039574; 85.71487636207235; -42.267533589389615; 52.8163303135606; 87.84703221648783; 73.54417797653682],198971890.18874258
F12014,one_point,roulette,0.5,333987950,[-90.94025036125355; 79.4357786707522; -76.71465913772676; -88.61744878970383; 97.23393659762243; 80.94521801049834; -64.87244291592452; -28.41787265587263; 63.54524712886004; -32.90991799456326],176815804.57177487
F12014,one_point,roulette,0.5,4007210975,[-16.77872927411532; -39.355414884805164; -13.640555124154204; 7.457792294013615; 52.84542415867034; 60.191568582606635; -61.91081309641366; 62.08111644039903; 90.41703790401678; 45.832378184321925],293483922.17205024
F12014,one_point,roulette,0.5,3453332572,[16.84338635283123; 4.0973049621062785; -35.89870107755202; 23.488451459435595; -25.90453108270748; -62.63329848022487; 53.73031894759876; 25.189991587188004; 83.06753097608265; 32.36737614190372],30778753.704857912
F12014,one_point,roulette,0.5,3270153466,[19.271458300467728; -43.92655195968129; -36.20860618984101; 61.203744102006425; -89.171325259005; 51.135628738592175; -63.582880346031345; 89.75381486815343; 82.90926894471201; 88.59828609453837],223872852.09852248
F12014,one_point,roulette,0.5,3049625885,[-34.48598419851061; 18.821413406835788; -65.23253731992698; -62.22739355248639; 46.72266592826199; -52.6499888258591; 81.0300155918861; -5.854504080761529; 56.176291519285684; -21.11743863037485],146736680.4811353
F12014,one_point,roulette,0.5,448234919,[-49.25792560811868; -80.19945800079566; -88.99318666246532; 0.0393893570442998; 27.937822282346986; 50.33781929390153; 39.95561861920075; -14.780733939235262; 59.64842068583181; -6.249083372577886],238120928.66879803
F12014,one_point,roulette,0.5,4094761463,[70.96289301029182; 96.51163855464094; -90.95541487078577; -36.436553971088955; 64.01539449054519; -79.8602390691835; 38.35550681792526; 21.349705749466082; 27.52383877698385; 93.96159274429763],270036714.3468044
F12014,one_point,roulette,0.5,2980136055,[-80.01957238781452; 19.615237169667623; -34.17668217020574; -2.219482339415663; -96.77906908220415; 67.28914633201816; 38.919117261026; 3.5703571672881935; 85.18704345466699; -38.40666312118222],290067309.6596426
F12014,one_point,tournament,0.1,3667679705,[14.529417173592378; -1.5441593453697493; -63.12845820582771; 50.89855212555483; -85.41479253354507; -21.196740761165415; 94.32133722907312; -2.0679390263557167; 78.45063250564166; 68.36820845749585],159529783.82534286
F12014,one_point,tournament,0.1,3260795272,[-33.13985985990293; 91.35717604845811; -53.31841243969142; 48.024624388101955; -32.731838965136006; 41.97242598732612; 1.5982268420618766; 32.66632156036417; 83.42775522040603; 43.74807359004933],167738886.71230924
F12014,one_point,tournament,0.1,2058050978,[25.39194926782602; 96.04230488858892; -73.33086048590573; 35.32199482857533; 63.12164224729767; -67.62071925409876; 31.760859893931837; 1.440912902509183; 84.44351219065297; 32.794509205979296],139637334.0303298
F12014,one_point,tournament,0.1,151916419,[-2.847890698636533; -6.407231009354916; -86.74121363769768; 21.59965835728113; -70.15845084773173; 7.551336325476399; -41.217390602992765; -61.90971766191786; 68.80545094838604; 40.055266858191885],143608577.70033002
F12014,one_point,tournament,0.1,2863662795,[10.210109537957706; 47.21729637715268; -7.20497174820045; -23.69541199463849; 30.96242017365799; 23.906952256448392; 73.68856657406658; 82.5953859717765; 92.36348779347426; 76.8539725881945],105999416.020979
F12014,one_point,tournament,0.1,229207227,[-54.890965994969655; -34.3497745336973; -33.05687121359635; -80.1353656341592; 41.02296587177295; 32.089748928717995; 25.803093649457537; -13.130871732317175; 75.9184413010203; -22.67112852634385],306573359.49659604
F12014,one_point,tournament,0.1,1657026008,[-14.025612646361225; 46.37325784759244; -19.463726839347032; -72.3397763000639; -38.04794138745882; -65.43748222575252; -39.766722153992376; 34.647599360705215; 74.40420088022591; 15.025678840430288],498052203.8342254
F12014,one_point,tournament,0.1,1915525734,[10.98903490407173; 47.15127100346524; -93.2019723353354; -22.572768301149807; -81.55145619554006; -69.79542557335898; -44.025013309578796; 23.5869851549172; 52.69597686849423; 6.055238825003315],136499770.02782205
F12014,one_point,tournament,0.1,2582190274,[47.582366350039536; 31.30205713661826; -54.57278517259627; -46.81756879426049; 16.920898951023673; 9.521319475703137; -7.470560814056142; -71.403457961366; 68.06371320323657; 99.78865162543366],327673255.34369475
F12014,one_point,tournament,0.1,4135520530,[55.233509628152206; 46.521448851118095; -18.1344305238254; 31.6709020420395; -83.91798364072861; -76.97911598779324; -12.833791843707417; -75.35180405111683; 98.22355166691133; 61.10384595603705],539283608.0074408
F12014,one_point,tournament,0.2,1106408180,[67.56484212148274; 31.279783475629927; -51.228393760299774; -20.903109844183092; -89.17380891983379; -92.76247175647828; 57.28416423720233; -28.511493635329188; 54.70393632611632; 78.57493080087238],288317507.9699827
F12014,one_point,tournament,0.2,2486742244,[15.402694142768894; 10.633708219570792; -76.3456575679164; 91.20060204791469; -64.20264252044943; -92.83693653921603; 83.77956392839667; -66.97611361891391; 55.68229652871452; 2.802888114825535],155012187.17040408
F12014,one_point,tournament,0.2,3627482465,[-47.63259206333687; 57.1979789271862; -42.43056634638478; -60.29869096220446; -65.08520399094778; -24.795318647771197; 97.8095607351151; 12.210190982252385; 84.94819456133555; -31.378643583034687],145112096.63261205
F12014,one_point,tournament,0.2,3206364859,[45.449830261828396; 40.50110218192597; -75.58483283251616; -17.337449767757747; -31.942930746554183; -71.69515773831179; 66.24546146048948; 35.732138666827154; 60.73611075844724; 71.84599202015721],116068262.03994776
F12014,one_point,tournament,0.2,372852627,[3.912482319393476; -53.334493315674635; -80.42035974951034; -54.01926059650075; 17.743550343836347; -33.65172744909859; -36.991714092866104; -76.14380207586325; 74.75446635477616; 56.61104386245742],476930726.47397304
F12014,one_point,tournament,0.2,3268409254,[49.94055298869296; -4.788921663005311; -76.70236045747384; -13.853484217257133; -88.93401905537411; -72.30816895706297; 10.333619896046969; 55.242767486936; 60.06906659576984; 63.36617984254937],151870497.70596954
F12014,one_point,tournament,0.2,3826067676,[-14.960185685938129; 25.442099667041433; -73.7981018853169; -22.130963623184584; 54.69578615812202; 32.37257334040726; 96.39058464818632; 24.699722884781124; 29.575156203075665; 31.31751727258299],503495762.8635829
F12014,one_point,tournament,0.2,1392176136,[-7.5048182192193735; 64.43272545573134; -44.77035028745515; -11.869017881757713; -63.89144462514451; 39.596049296586955; 12.418824201842241; 39.56307886193906; 75.6708884589795; 49.70133779790697],143226162.55070147
F12014,one_point,tournament,0.2,1397291132,[-53.32138193400744; -70.59511772718257; -71.98058699402266; 28.471508377315615; 55.3391186548466; -71.0921619676306; 25.651505395021502; 30.994252179544333; 36.481234970471746; -77.9273043630063],424743848.9672342
F12014,one_point,tournament,0.2,1876173237,[38.74621561334223; -20.720674243009256; -97.61932827246737; -62.266705004242716; 21.12335908945333; -70.58880833760952; -21.330934215667583; -86.97980753588963; 26.820535288852582; 62.694003086323505],255338944.29525638
F12014,one_point,tournament,0.3,1296869882,[61.56882938733463; 83.72891980948503; -91.175046483953; 3.726223605111741; -29.548153209596634; -89.06485988192185; 17.75515953073601; -38.667562619280126; 49.4151740030276; 76.57915516724432],45830924.34599922
F12014,one_point,tournament,0.3,1044196658,[-33.11622952560734; -21.70614902455145; -77.58163379179464; 21.06951429976847; 45.5519630365614; -61.36672005555048; 70.5648674473521; 97.21300299448126; 65.45644365954416; -66.70745790675724],602592652.9622929
F12014,one_point,tournament,0.3,202666239,[28.870878846282665; 55.47321796326176; -75.97457794370013; -72.748920221334; -88.36115474042964; -49.82523012134487; -48.78812427302459; 44.35352991697488; 82.1008791265439; 52.750778635355374],215143324.63717297
F12014,one_point,tournament,0.3,2843105558,[33.05017163414715; -93.39354763889737; -69.89584453107017; -18.563125320876466; -1.6556276232272609; -43.856027169965905; -52.919551652312656; 12.150528436371559; 69.16748602976085; 47.979543235770535],207913178.59537846
F12014,one_point,tournament,0.3,418284325,[-77.56340341962023; -54.13083145766768; -65.0034704410225; 14.271396650255369; -91.74405051549508; 56.170432320399016; 91.14969908903154; -54.29052645553361; 69.73320932569297; -34.61445111852426],243579909.91092217
F12014,one_point,tournament,0.3,4009681494,[-78.42998019683279; 33.103575195068004; -94.70611199657635; -33.676235721014876; -29.741303084928077; 26.371842123264926; -29.082070314627046; -27.04164167291239; 32.96783537011626; -64.53196135764892],295713089.9921881
F12014,one_point,tournament,0.3,3144383641,[12.021749606127855; 29.32532792568705; -89.123260052062; 64.47469294890266; -56.80799475572578; 4.164140865094623; 76.34540303394672; 41.15708552540022; 56.328838288338574; 74.83138529296156],210313574.60072422
F12014,one_point,tournament,0.3,1472556034,[-14.995195278024553; -96.8273355105324; -38.51784966233478; 20.33019285655459; -68.51310371332386; -86.48143480341597; -99.27523708893366; -7.491206765255967; 95.78823674913238; -38.29717427137198],177818028.25070155
F12014,one_point,tournament,0.3,2564118743,[-55.904417707910724; -40.81038197874043; -92.71767263115692; -13.863799618681455; 47.95277792960587; 27.579792610428683; -4.845694737244571; -19.190510454376252; 57.24057883058663; 11.215278565195945],304277415.66962796
F12014,one_point,tournament,0.3,899289539,[-1.944666584467143; 66.5444798932322; -67.78579097868112; 37.94570078819626; -24.27451026025797; -93.86737048877288; -74.01295030259072; 2.487554253771293; 48.91443885518942; 9.654643638425341],333756687.87136745
F12014,one_point,tournament,0.4,3119226223,[-60.057662908540685; -3.1338912164075907; -22.318185236606652; -32.79389750726271; -9.228393428566363; 70.92092756010823; 25.367237444629694; 66.0333876841172; 81.95796522651551; 5.568495652765932],174988996.5749008
F12014,one_point,tournament,0.4,4018105578,[-26.752437877490195; -30.613149183199113; -80.88402413854752; -36.76858520737416; -4.966748649150119; 72.83620402670454; 18.214654169958223; -61.57957503960978; 75.81291605221224; 71.1540766153359],259433825.72948986
F12014,one_point,tournament,0.4,3654107840,[-35.03000934307363; -28.328251739972615; -47.870982614858136; -52.34316067227587; 24.08867796663307; -51.934372913437386; 67.66693153003979; 15.551556262710477; 92.08810453433958; -18.814098859071237],167064450.1900221
F12014,one_point,tournament,0.4,4041479664,[87.26033956163636; -67.76817085678036; -62.07649405945999; -63.90407818859478; -2.518986304723086; -89.65304080823915; -43.43130103772192; -10.218162470736502; 67.76916711859556; 68.98489256058974],575049591.1741005
F12014,one_point,tournament,0.4,1962908488,[34.4703760338283; -1.2327183704182545; -22.694380260808103; 47.00651632485949; 95.86642091734052; -63.61138640468482; -3.5418028248194418; -11.506968992601756; 94.42251080891472; 41.65960706313069],204779200.38075107
F12014,one_point,tournament,0.4,2803218882,[-48.28988732274038; 73.65871858332704; -58.389469695949245; 39.05339551223804; 89.29119803966884; 5.715033804607543; 22.25077045054313; 37.990271074742935; 80.8914278274373; -22.3136812274561],97154911.18620153
F12014,one_point,tournament,0.4,3296749395,[-6.122385724465602; 12.898643450605448; -92.18012388549064; 46.72201748438479; 90.81666563743707; -0.30920077222371845; -47.473082223646635; 44.3831259265356; 31.544561969243944; 47.231820014913296],394753453.5995654
F12014,one_point,tournament,0.4,2598704940,[-31.30995847363876; -11.223194674912975; -53.109308889976845; 95.26486442732201; -95.47071286103916; -93.49825721374371; -41.72007022847674; -28.09891757059293; 70.27652759591675; -81.1354969311999],259815426.36672172
F12014,one_point,tournament,0.4,418439597,[7.375510690931563; -21.720095106558105; -83.3660413054569; -51.36713101286596; 6.444099723929455; -24.683260055208194; 29.837837558163926; -41.593473867008555; 58.36831483400033; 46.767281457430414],49716863.52111629
F12014,one_point,tournament,0.4,450413817,[-38.93044651241595; -40.19904899088951; -51.14004572211197; 71.33167114499528; 62.25258334298246; 2.700299912818423; 69.5035407752643; -43.302576387388484; 58.16094285712899; 19.897139667002904],472374840.68949825
F12014,one_point,tournament,0.5,602915465,[-19.57077194907015; -84.43333638810289; -68.32738445535027; 18.918326466091727; 65.05479187511818; 77.59410616386398; -78.32829650218508; 30.872841001697907; 43.68923090499172; 81.86726221668903],502177480.4385733
F12014,one_point,tournament,0.5,399953541,[-5.944436281649047; 13.011938511040682; -26.023734505186198; 84.7145627637972; 10.898974872039574; 85.71487636207235; -42.267533589389615; 52.8163303135606; 87.84703221648783; 73.54417797653682],198971890.18874258
F12014,one_point,tournament,0.5,333987950,[-90.94025036125355; 79.4357786707522; -76.71465913772676; -88.61744878970383; 97.23393659762243; 80.94521801049834; -64.87244291592452; -28.41787265587263; 63.54524712886004; -32.90991799456326],176815804.57177487
F12014,one_point,tournament,0.5,4007210975,[-16.77872927411532; -39.355414884805164; -13.640555124154204; 7.457792294013615; 52.84542415867034; 60.191568582606635; -61.91081309641366; 62.08111644039903; 90.41703790401678; 45.832378184321925],293483922.17205024
F12014,one_point,tournament,0.5,3453332572,[16.84338635283123; 4.0973049621062785; -35.89870107755202; 23.488451459435595; -25.90453108270748; -62.63329848022487; 53.73031894759876; 25.189991587188004; 83.06753097608265; 32.36737614190372],30778753.704857912
F12014,one_point,tournament,0.5,3270153466,[19.271458300467728; -43.92655195968129; -36.20860618984101; 61.203744102006425; -89.171325259005; 51.135628738592175; -63.582880346031345; 89.75381486815343; 82.90926894471201; 88.59828609453837],223872852.09852248
F12014,one_point,tournament,0.5,3049625885,[-34.48598419851061; 18.821413406835788; -65.23253731992698; -62.22739355248639; 46.72266592826199; -52.6499888258591; 81.0300155918861; -5.854504080761529; 56.176291519285684; -21.11743863037485],146736680.4811353
F12014,one_point,tournament,0.5,448234919,[-49.25792560811868; -80.19945800079566; -88.99318666246532; 0.0393893570442998; 27.937822282346986; 50.33781929390153; 39.95561861920075; -14.780733939235262; 59.64842068583181; -6.249083372577886],238120928.66879803
F12014,one_point,tournament,0.5,4094761463,[70.96289301029182; 96.51163855464094; -90.95541487078577; -36.436553971088955; 64.01539449054519; -79.8602390691835; 38.35550681792526; 21.349705749466082; 27.52383877698385; 93.96159274429763],270036714.3468044
F12014,one_point,tournament,0.5,2980136055,[-80.01957238781452; 19.615237169667623; -34.17668217020574; -2.219482339415663; -96.77906908220415; 67.28914633201816; 38.919117261026; 3.5703571672881935; 85.18704345466699; -38.40666312118222],290067309.6596426
F12014,arithmetic,roulette,None,2157552364,[-18.108192499067812; 58.126493646770626; -89.50228986282387; -83.17739101857211; 72.23463387062785; 34.429533448151744; 62.31938140739521; 84.40251432579043; 53.44611142743642; 31.338935611952195],421495688.40065706
F12014,arithmetic,roulette,None,28146873,[46.19431474746389; -40.80625431312147; -68.97747892137657; -12.401379961505782; 12.536061197453133; -63.26538798369169; 55.77783124885102; 45.704290792728855; 80.50600664071153; 52.757780565880665],215468329.28356022
F12014,arithmetic,roulette,None,3204879942,[-5.3586288562285915; -12.281875021896568; -33.117410261213664; -99.07782110419967; -28.652387284789313; -33.294107027269376; -5.094884263614489; 48.24180738731414; 82.44402215289634; -8.604200862549092],260746077.65097874
F12014,arithmetic,roulette,None,4001071560,[28.3298686920686; 41.45649424599989; -77.49575201352727; 27.344974825196402; -62.42424002590066; 11.332972681514804; 9.459319238861056; -12.23655515099189; 59.661718519936926; 61.03916530319162],353229051.0675746
F12014,arithmetic,roulette,None,3818356726,[-79.8650756863978; -26.219023435450325; -49.63062263851501; 98.03553060668662; -10.296053563806922; 74.00555514979231; 65.67521863909457; -36.70373549761257; 69.43047150747208; 12.212007551130526],429475211.0522245
F12014,arithmetic,roulette,None,3263655638,[27.612448407293783; -1.2130506354215669; -92.66413449725562; -85.53703773930646; 58.418019210907005; -85.56775854116484; 61.956220996896434; -26.24724068417143; 24.2407826498561; 7.586955346914138],377346339.6537159
