Objective function,Crossover,Selection,Tournament percentage,Seed,Algorithm solution,Algorithm fitness
F52014,one_point,roulette,0.1,419796436,[-13.195952704733969; 54.000153948247856; -76.35537438952113; 56.29218828419707; 38.17770241704176; 77.26707972420155; -95.31354080434737; 6.838664485692576; -66.87963849484302; 63.71667101825929],520.1857426598312
F52014,one_point,roulette,0.1,2580174002,[68.4269023962695; -11.157796907501833; 49.00344136082876; 34.49721506276671; 41.268041703384114; 39.28769315349683; 77.18549327668632; 51.404699836558166; -61.81525658709977; -52.33829640999972],520.2021583050682
F52014,one_point,roulette,0.1,2476452429,[-33.35103509160258; 77.17687967184827; -5.055028278618877; -30.716336928844655; -2.350109507616736; -27.484126530438374; 64.63793466959231; 26.259579516990357; -19.542497813698034; -87.50610440427229],520.2413712381848
F52014,one_point,roulette,0.1,1687060505,[-64.18997466941721; 7.0235352129043775; 59.53679889935469; 58.14512537194628; 37.42797665302493; -72.40470943257048; -0.9162899037674919; -7.845728292069182; -90.73265379139148; 15.200101443392967],520.2000877456652
F52014,one_point,roulette,0.1,609125402,[94.92639853987595; 94.7809318112547; 43.07285876455296; -78.93670310317653; -88.51981255182471; -31.06622623796933; 61.97668047568834; -62.52249924130289; 4.812343031153588; -90.77555965180542],520.1967055115003
F52014,one_point,roulette,0.1,2034407846,[11.567034002704872; -32.38523216276788; 7.179959958461993; 22.998190020165097; 79.12593655719778; 21.783471063343086; -9.281934539076204; 93.44532166176737; -86.08107199848331; 91.86873956176547],520.1687884034163
F52014,one_point,roulette,0.1,1649030781,[73.60784218911593; -96.58110952259085; -84.37230421234429; 63.93802759897713; 39.46177051671097; -65.73889422841057; 62.348842275534395; -72.52421612997028; 77.71442093962347; -59.67318845792307],520.1353257082882
F52014,one_point,roulette,0.1,2619258009,[-28.868112163686007; 45.326321847799335; -39.02548284403926; 41.19049879350493; -98.4279887967897; 39.178165888188545; -23.91986420607273; 82.64813410508665; 73.44525232044535; 88.58979740298682],520.2321909883821
F52014,one_point,roulette,0.1,3569051744,[-10.150383767120672; -47.54886776491063; 5.147247824976915; 60.28601132981265; 97.22178137148714; 60.05086354212398; 75.83526902371321; -37.88509221520337; -83.42049230011403; 37.352737427996175],520.1900256227648
F52014,one_point,roulette,0.2,2187251596,[1.5068785309268549; -63.92171003914129; -97.00713605601526; -66.95652781810315; 15.81947138633359; 95.96314784973069; 3.131424710193272; -96.2948018755554; 78.52813320080571; 1.09861418906749],520.075973451038
F52014,one_point,roulette,0.2,4082325320,[-12.380420590560533; -76.06767451257359; 35.13020871016417; 17.0124585860046; 26.628109397480543; 34.59828424070267; 22.373347387506158; -80.29109442852369; -67.96843916275381; -22.93852476771825],519.6271438137181
F52014,one_point,roulette,0.2,2776666684,[76.30935034153487; -43.21770001877836; -85.65825671220463; 63.89213505795084; 59.16142344828722; -23.604264947741882; -33.81841943501598; 71.41573775169206; 24.80283583360776; 89.53065809329982],520.0946984701332
F52014,one_point,roulette,0.2,3606213335,[-19.361983715249906; -69.63682381178998; -2.255877582569326; 10.004111633262696; 15.281963174282652; 30.689537849440626; 28.216042074555588; -63.069073434013376; -48.347646605810255; -19.382116641865423],520.0275464187988
F52014,one_point,roulette,0.2,2737767600,[15.960962467596019; 38.929792474108496; -29.150548620549955; 87.1711080158471; 88.46683128958227; 94.28569929330746; -91.42076448408658; -65.95170172960962; 71.34014157508284; 85.10793222401819],520.0610488405978
F52014,one_point,roulette,0.2,1434658733,[-31.03830096116957; -83.19179188426014; -82.73915390317627; 11.127533101716836; 38.03597736905098; 71.36302092689596; -82.81357488767492; -73.25222435237244; 17.395924578709042; 16.875212677977174],520.0792191617893
F52014,one_point,roulette,0.2,3116857995,[87.11491803181582; 71.00308061582714; -39.67460668953129; -31.99415316232634; -78.5588176010647; -71.07617139205571; 13.043448477108726; 37.65203856347077; 77.25333885780387; 4.593427526815688],520.0768966020039
F52014,one_point,roulette,0.2,2376378360,[-8.806191877539263; -23.450943809520666; -25.53918631720144; 79.09112309263699; -37.31677971523668; -78.6091797180904; 79.66634114523197; 22.326373321334245; 89.92365564194014; -50.130349477065096],520.0826501569727
F52014,one_point,roulette,0.2,534307977,[-89.54971278690394; -37.2038324370628; 55.76054047590864; -14.249224066959073; -25.144782910181448; 55.656234393579155; -54.43597682929262; -97.89521769885035; -66.29950942731611; -36.03209582409943],520.0762067349134
F52014,one_point,roulette,0.2,2818887935,[82.64829614168659; 15.77585094741545; -40.365568999559585; 87.13277887429538; 39.53700586161625; -78.88968590576944; -87.56202625118179; -8.843425059041948; -7.314590684897567; 99.6057376400249],520.0662628566553
F52014,one_point,roulette,0.3,2364496609,[-58.6276800089226; -33.4371591011474; 41.24971596923024; 16.087594775484476; 90.84047656873176; 53.65405684766279; 35.63021975827675; -1.750773237001411; 83.53807953215232; -24.524813866157146],520.0743645985581
F52014,one_point,roulette,0.3,3446031205,[-20.516320439147776; -56.62956715570853; 44.73194256571986; -13.02420939565836; -5.665126356039167; 49.88781807130539; 20.025148011411147; -72.71109279458925; -60.96949735607855; -19.33744058442673],519.9416412646535
F52014,one_point,roulette,0.3,1301035222,[-8.082992268350324; -65.60364715559976; 42.355784428755214; -6.706922015382787; 29.40012485782745; 22.67292681807949; 24.01957136748989; -86.73826707982117; -64.96708713205659; -26.53214700222523],519.8981771953688
F52014,one_point,roulette,0.3,2146473196,[67.76494945276329; 24.26093325525352; 69.48344151316812; -39.18323027434194; -23.942331442841663; -50.81089049617553; -65.46252539764191; -18.675831823301678; 93.74699372296456; 72.93567844711578],520.0739467915031
F52014,one_point,roulette,0.3,2714750479,[-17.189680225464784; -73.03356702577564; -5.7477211058962325; -20.50470235358239; 18.636222284469795; 28.25600109286154; 41.57900638722728; -70.49835699273086; -67.8063698388739; -26.77981902359538],519.6863771936497
F52014,one_point,roulette,0.3,4212176638,[31.6002292224438; -61.82481160978372; -24.740361313804996; -20.725494652225336; 33.788692369593974; 79.86575411866508; 84.68785623051184; -1.2527650730056195; -32.46035025022303; 71.83570047780404],520.0786617873796
F52014,one_point,roulette,0.3,442191660,[-7.978427479333732; -66.88895023229773; 15.72479974342842; -1.0778727694021484; 27.207875732029535; 31.49625886861395; 21.88134586728701; -74.24573649056651; -65.50123843399234; -31.90841015107854],510.2504334329836
F52014,one_point,roulette,0.3,2917702284,[63.24349887147852; -57.45507542822972; 94.67064311050152; 70.2668835286957; 17.057080987570657; 89.893804576544; 16.556329682757934; 20.610033786707206; 14.844326744253095; 37.6066337819712],520.0477216298539
F52014,one_point,roulette,0.3,1554620033,[-13.17029596949449; -66.07066363200558; 26.8310086443621; -1.3454452105768695; 10.415012843763009; 29.52100864166468; 32.86895919085933; -82.96240103421346; -75.61538004051434; -33.1552864375936],518.95740834005
F52014,one_point,roulette,0.3,3534153667,[-11.375574924358986; -62.682396705355956; 11.115017641255037; -0.6733918863274084; 23.258867136542307; 31.428585436369616; 24.285380729045983; -71.81159221340552; -71.34434640955563; -33.598131009722934],513.9987637067287
F52014,one_point,roulette,0.4,377682447,[-16.440547631515628; -70.44210030068221; 13.313239834897047; -4.098764645741369; 31.89716509933885; 28.184334103860266; 23.236705775028057; -73.83132648855033; -74.19316858353926; -31.812608672565148],510.6117143731102
F52014,one_point,roulette,0.4,4080656137,[-13.209501276406144; -65.12536367151839; 13.417041711111978; -4.465123052681491; 31.813170955668625; 31.24484854669754; 21.50890671258361; -72.54490899746864; -69.7877144766053; -26.921428546858778],507.63170716633203
F52014,one_point,roulette,0.4,847902643,[99.55583228485156; 59.00006509313158; 43.215188284589544; 80.80512867944302; 92.8406899977673; 79.66654151607278; -62.92341166628912; 57.003457546817714; -36.94314834374237; 10.158889518089808],520.0559407561076
F52014,one_point,roulette,0.4,3903668382,[88.30243269386409; -89.36255659448749; -13.952588512001; -81.83709163829893; -15.479263952517726; -6.296454556018105; 53.73267675018906; 89.88166025429709; -72.72127652018779; 94.98381664964737],520.0482374186456
F52014,one_point,roulette,0.4,3438076944,[-14.189182191316092; -68.03120252997512; 16.759259550724764; -25.434418186883235; 54.30112872927094; 49.15323621348921; -23.316070244151803; -80.73691732647987; -62.189069768395576; -24.648201758712872],520.0252378738115
F52014,one_point,roulette,0.4,1344345380,[32.227097477306955; 69.42630214419506; -47.698154553731456; -42.19430911976821; -86.40332353033313; 11.65574218477073; -35.40249634449113; 39.29288143318584; 94.83719436744161; 63.55860744251288],520.0699444387977
F52014,one_point,roulette,0.4,650852682,[-3.290399132686133; -43.41884841210333; 10.338402995539369; -9.17131462531134; 43.101502934129144; 31.08989665362597; 40.99168252069043; -72.90307921732759; -83.82980062786565; -35.99667019834847],519.4598948864706
F52014,one_point,roulette,0.4,858374207,[-16.892982506750528; -77.8483556709009; 32.87583661988975; 1.8419360235209865; 36.75217329929558; 32.56855924934649; 17.391078920832; -67.55109652971329; -95.33007236951998; -33.13996486429053],519.6116289225693
F52014,one_point,roulette,0.4,486740708,[-72.8670929762325; 2.104329475037801; -63.67661388617334; -29.90740793943978; 26.062387945519532; -73.27314861119143; -54.05617650629506; 98.12669375725145; -32.08741062212846; 63.24581113399671],520.0519947963429
F52014,one_point,roulette,0.4,2733993443,[-10.773114310706092; -60.31077379145646; 14.666336820345265; -0.7081889218073059; 34.95098042926588; 30.12312426685594; 21.005383972005617; -74.56155020511176; -70.62143050887848; -29.33808089373551],509.7153822338276
F52014,one_point,roulette,0.5,938860116,[2.781798993602564; -70.26623494935825; 11.676268253219945; 15.845384319887202; 8.350585007476411; 17.527756102075443; -2.1294315763240093; -76.55712670306477; -82.936592809092; -32.6763521913513],519.7961795594567
F52014,one_point,roulette,0.5,4098850536,[-2.310036409376707; -51.268928955006324; 37.30151117662231; -4.373505327366246; 52.22234382560788; 38.01243996721615; 24.112013077776922; -72.97439632386495; -87.90973555380582; -16.35116748554428],519.4788695745563
F52014,one_point,roulette,0.5,2200286857,[-1.3577076295605508; -64.83617201430663; 5.985343071659571; 0.11968910042791947; 31.561442634051815; 32.932171233644596; 58.77760533867044; -79.73147207014797; -27.895808545967043; -12.859643511554907],520.0409992193398
F52014,one_point,roulette,0.5,3209563329,[-19.531583676119382; -75.5496544478589; -4.956510781503283; -13.696845656041972; 59.230502442226424; 40.43424410378057; 27.174916625817147; -68.26223546879153; -98.33404167065972; -35.29578275743866],519.6426499329651
F52014,one_point,roulette,0.5,3494301529,[-59.2675802870273; -51.78138799649285; -62.65632581338942; 21.612957154458883; -93.20922153151479; -52.008449264112656; 54.878211938000874; -56.24222923563491; -20.505390182275278; -34.28006678260577],520.0827080131153
F52014,one_point,roulette,0.5,2480743870,[98.60544880760418; 56.64692751395668; 88.6491035266805; 35.96697224406378; 49.74136413382098; 94.83992215448814; -40.072248131575726; -12.881562368399813; -29.164282793008184; 18.595424746547337],520.0505625969095
F52014,one_point,roulette,0.5,3860965249,[-22.93283418804883; -44.82606872347723; 10.98005187181397; 9.401520087268139; 41.21878505966515; 10.03685333312012; 10.503185771990715; -74.43795389310154; -84.34377607956898; -37.019761732927094],519.6127329460145
F52014,one_point,roulette,0.5,4035688795,[0.15373236091045328; -75.62928157872182; 6.0489129929238885; -3.8146154024079095; 34.07691416916768; 42.29342178152419; -10.202714276086127; -75.77968685807592; -57.39118853369083; -45.88597871759534],519.7537289095579
F52014,one_point,roulette,0.5,2305074611,[-19.382177390704115; -39.62651348072732; 4.260509819462442; -7.4128806028517005; 49.67638032529601; 40.120180765595904; 3.0731060482571024; -93.70614441470029; -51.23475911982196; -17.61958979706128],519.798861515225
F52014,one_point,roulette,0.5,970407141,[49.43154271038594; -21.35967313401754; -74.78464575796555; -37.6236394949734; -74.88677556370658; -99.08396414847273; 88.58899903159903; 51.9372882310731; -73.49512313245825; -30.154512870491914],520.0460225249634
F52014,one_point,tournament,0.1,3501721160,[-26.323919288691528; -58.91434321946329; 14.950615202975698; -25.128255561486725; 29.810059170468378; 29.193000251990668; 27.776383478903227; -80.62666160545693; -52.39433105950309; -32.14805707796822],519.218819851822
F52014,one_point,tournament,0.1,419796436,[-13.195952704733969; 54.000153948247856; -76.35537438952113; 56.29218828419707; 38.17770241704176; 77.26707972420155; -95.31354080434737; 6.838664485692576; -66.87963849484302; 63.71667101825929],520.1857426598312
F52014,one_point,tournament,0.1,2580174002,[68.4269023962695; -11.157796907501833; 49.00344136082876; 34.49721506276671; 41.268041703384114; 39.28769315349683; 77.18549327668632; 51.404699836558166; -61.81525658709977; -52.33829640999972],520.2021583050682
F52014,one_point,tournament,0.1,2476452429,[-33.35103509160258; 77.17687967184827; -5.055028278618877; -30.716336928844655; -2.350109507616736; -27.484126530438374; 64.63793466959231; 26.259579516990357; -19.542497813698034; -87.50610440427229],520.2413712381848
F52014,one_point,tournament,0.1,1687060505,[-64.18997466941721; 7.0235352129043775; 59.53679889935469; 58.14512537194628; 37.42797665302493; -72.40470943257048; -0.9162899037674919; -7.845728292069182; -90.73265379139148; 15.200101443392967],520.2000877456652
F52014,one_point,tournament,0.1,609125402,[94.92639853987595; 94.7809318112547; 43.07285876455296; -78.93670310317653; -88.51981255182471; -31.06622623796933; 61.97668047568834; -62.52249924130289; 4.812343031153588; -90.77555965180542],520.1967055115003
F52014,one_point,tournament,0.1,2034407846,[11.567034002704872; -32.38523216276788; 7.179959958461993; 22.998190020165097; 79.12593655719778; 21.783471063343086; -9.281934539076204; 93.44532166176737; -86.08107199848331; 91.86873956176547],520.1687884034163
F52014,one_point,tournament,0.1,1649030781,[73.60784218911593; -96.58110952259085; -84.37230421234429; 63.93802759897713; 39.46177051671097; -65.73889422841057; 62.348842275534395; -72.52421612997028; 77.71442093962347; -59.67318845792307],520.1353257082882
F52014,one_point,tournament,0.1,2619258009,[-28.868112163686007; 45.326321847799335; -39.02548284403926; 41.19049879350493; -98.4279887967897; 39.178165888188545; -23.91986420607273; 82.64813410508665; 73.44525232044535; 88.58979740298682],520.2321909883821
F52014,one_point,tournament,0.1,3569051744,[-10.150383767120672; -47.54886776491063; 5.147247824976915; 60.28601132981265; 97.22178137148714; 60.05086354212398; 75.83526902371321; -37.88509221520337; -83.42049230011403; 37.352737427996175],520.1900256227648
F52014,one_point,tournament,0.2,2187251596,[1.5068785309268549; -63.92171003914129; -97.00713605601526; -66.95652781810315; 15.81947138633359; 95.96314784973069; 3.131424710193272; -96.2948018755554; 78.52813320080571; 1.09861418906749],520.075973451038
F52014,one_point,tournament,0.2,4082325320,[-12.380420590560533; -76.06767451257359; 35.13020871016417; 17.0124585860046; 26.628109397480543; 34.59828424070267; 22.373347387506158; -80.29109442852369; -67.96843916275381; -22.93852476771825],519.6271438137181
F52014,one_point,tournament,0.2,2776666684,[76.30935034153487; -43.21770001877836; -85.65825671220463; 63.89213505795084; 59.16142344828722; -23.604264947741882; -33.81841943501598; 71.41573775169206; 24.80283583360776; 89.53065809329982],520.0946984701332
F52014,one_point,tournament,0.2,3606213335,[-19.361983715249906; -69.63682381178998; -2.255877582569326; 10.004111633262696; 15.281963174282652; 30.689537849440626; 28.216042074555588; -63.069073434013376; -48.347646605810255; -19.382116641865423],520.0275464187988
F52014,one_point,tournament,0.2,2737767600,[15.960962467596019; 38.929792474108496; -29.150548620549955; 87.1711080158471; 88.46683128958227; 94.28569929330746; -91.42076448408658; -65.95170172960962; 71.34014157508284; 85.10793222401819],520.0610488405978
F52014,one_point,tournament,0.2,1434658733,[-31.03830096116957; -83.19179188426014; -82.73915390317627; 11.127533101716836; 38.03597736905098; 71.36302092689596; -82.81357488767492; -73.25222435237244; 17.395924578709042; 16.875212677977174],520.0792191617893
F52014,one_point,tournament,0.2,3116857995,[87.11491803181582; 71.00308061582714; -39.67460668953129; -31.99415316232634; -78.5588176010647; -71.07617139205571; 13.043448477108726; 37.65203856347077; 77.25333885780387; 4.593427526815688],520.0768966020039
F52014,one_point,tournament,0.2,2376378360,[-8.806191877539263; -23.450943809520666; -25.53918631720144; 79.09112309263699; -37.31677971523668; -78.6091797180904; 79.66634114523197; 22.326373321334245; 89.92365564194014; -50.130349477065096],520.0826501569727
F52014,one_point,tournament,0.2,534307977,[-89.54971278690394; -37.2038324370628; 55.76054047590864; -14.249224066959073; -25.144782910181448; 55.656234393579155; -54.43597682929262; -97.89521769885035; -66.29950942731611; -36.03209582409943],520.0762067349134
F52014,one_point,tournament,0.2,2818887935,[82.64829614168659; 15.77585094741545; -40.365568999559585; 87.13277887429538; 39.53700586161625; -78.88968590576944; -87.56202625118179; -8.843425059041948; -7.314590684897567; 99.6057376400249],520.0662628566553
F52014,one_point,tournament,0.3,2364496609,[-58.6276800089226; -33.4371591011474; 41.24971596923024; 16.087594775484476; 90.84047656873176; 53.65405684766279; 35.63021975827675; -1.750773237001411; 83.53807953215232; -24.524813866157146],520.0743645985581
F52014,one_point,tournament,0.3,3446031205,[-20.516320439147776; -56.62956715570853; 44.73194256571986; -13.02420939565836; -5.665126356039167; 49.88781807130539; 20.025148011411147; -72.71109279458925; -60.96949735607855; -19.33744058442673],519.9416412646535
F52014,one_point,tournament,0.3,1301035222,[-8.082992268350324; -65.60364715559976; 42.355784428755214; -6.706922015382787; 29.40012485782745; 22.67292681807949; 24.01957136748989; -86.73826707982117; -64.96708713205659; -26.53214700222523],519.8981771953688
F52014,one_point,tournament,0.3,2146473196,[67.76494945276329; 24.26093325525352; 69.48344151316812; -39.18323027434194; -23.942331442841663; -50.81089049617553; -65.46252539764191; -18.675831823301678; 93.74699372296456; 72.93567844711578],520.0739467915031
F52014,one_point,tournament,0.3,2714750479,[-17.189680225464784; -73.03356702577564; -5.7477211058962325; -20.50470235358239; 18.636222284469795; 28.25600109286154; 41.57900638722728; -70.49835699273086; -67.8063698388739; -26.77981902359538],519.6863771936497
F52014,one_point,tournament,0.3,4212176638,[31.6002292224438; -61.82481160978372; -24.740361313804996; -20.725494652225336; 33.788692369593974; 79.86575411866508; 84.68785623051184; -1.2527650730056195; -32.46035025022303; 71.83570047780404],520.0786617873796
F52014,one_point,tournament,0.3,442191660,[-7.978427479333732; -66.88895023229773; 15.72479974342842; -1.0778727694021484; 27.207875732029535; 31.49625886861395; 21.88134586728701; -74.24573649056651; -65.50123843399234; -31.90841015107854],510.2504334329836
F52014,one_point,tournament,0.3,2917702284,[63.24349887147852; -57.45507542822972; 94.67064311050152; 70.2668835286957; 17.057080987570657; 89.893804576544; 16.556329682757934; 20.610033786707206; 14.844326744253095; 37.6066337819712],520.0477216298539
F52014,one_point,tournament,0.3,1554620033,[-13.17029596949449; -66.07066363200558; 26.8310086443621; -1.3454452105768695; 10.415012843763009; 29.52100864166468; 32.86895919085933; -82.96240103421346; -75.61538004051434; -33.1552864375936],518.95740834005
F52014,one_point,tournament,0.3,3534153667,[-11.375574924358986; -62.682396705355956; 11.115017641255037; -0.6733918863274084; 23.258867136542307; 31.428585436369616; 24.285380729045983; -71.81159221340552; -71.34434640955563; -33.598131009722934],513.9987637067287
F52014,one_point,tournament,0.4,377682447,[-16.440547631515628; -70.44210030068221; 13.313239834897047; -4.098764645741369; 31.89716509933885; 28.184334103860266; 23.236705775028057; -73.83132648855033; -74.19316858353926; -31.812608672565148],510.6117143731102
F52014,one_point,tournament,0.4,4080656137,[-13.209501276406144; -65.12536367151839; 13.417041711111978; -4.465123052681491; 31.813170955668625; 31.24484854669754; 21.50890671258361; -72.54490899746864; -69.7877144766053; -26.921428546858778],507.63170716633203
F52014,one_point,tournament,0.4,847902643,[99.55583228485156; 59.00006509313158; 43.215188284589544; 80.80512867944302; 92.8406899977673; 79.66654151607278; -62.92341166628912; 57.003457546817714; -36.94314834374237; 10.158889518089808],520.0559407561076
F52014,one_point,tournament,0.4,3903668382,[88.30243269386409; -89.36255659448749; -13.952588512001; -81.83709163829893; -15.479263952517726; -6.296454556018105; 53.73267675018906; 89.88166025429709; -72.72127652018779; 94.98381664964737],520.0482374186456
F52014,one_point,tournament,0.4,3438076944,[-14.189182191316092; -68.03120252997512; 16.759259550724764; -25.434418186883235; 54.30112872927094; 49.15323621348921; -23.316070244151803; -80.73691732647987; -62.189069768395576; -24.648201758712872],520.0252378738115
F52014,one_point,tournament,0.4,1344345380,[32.227097477306955; 69.42630214419506; -47.698154553731456; -42.19430911976821; -86.40332353033313; 11.65574218477073; -35.40249634449113; 39.29288143318584; 94.83719436744161; 63.55860744251288],520.0699444387977
F52014,one_point,tournament,0.4,650852682,[-3.290399132686133; -43.41884841210333; 10.338402995539369; -9.17131462531134; 43.101502934129144; 31.08989665362597; 40.99168252069043; -72.90307921732759; -83.82980062786565; -35.99667019834847],519.4598948864706
F52014,one_point,tournament,0.4,858374207,[-16.892982506750528; -77.8483556709009; 32.87583661988975; 1.8419360235209865; 36.75217329929558; 32.56855924934649; 17.391078920832; -67.55109652971329; -95.33007236951998; -33.13996486429053],519.6116289225693
F52014,one_point,tournament,0.4,486740708,[-72.8670929762325; 2.104329475037801; -63.67661388617334; -29.90740793943978; 26.062387945519532; -73.27314861119143; -54.05617650629506; 98.12669375725145; -32.08741062212846; 63.24581113399671],520.0519947963429
F52014,one_point,tournament,0.4,2733993443,[-10.773114310706092; -60.31077379145646; 14.666336820345265; -0.7081889218073059; 34.95098042926588; 30.12312426685594; 21.005383972005617; -74.56155020511176; -70.62143050887848; -29.33808089373551],509.7153822338276
F52014,one_point,tournament,0.5,938860116,[2.781798993602564; -70.26623494935825; 11.676268253219945; 15.845384319887202; 8.350585007476411; 17.527756102075443; -2.1294315763240093; -76.55712670306477; -82.936592809092; -32.6763521913513],519.7961795594567
F52014,one_point,tournament,0.5,4098850536,[-2.310036409376707; -51.268928955006324; 37.30151117662231; -4.373505327366246; 52.22234382560788; 38.01243996721615; 24.112013077776922; -72.97439632386495; -87.90973555380582; -16.35116748554428],519.4788695745563
F52014,one_point,tournament,0.5,2200286857,[-1.3577076295605508; -64.83617201430663; 5.985343071659571; 0.11968910042791947; 31.561442634051815; 32.932171233644596; 58.77760533867044; -79.73147207014797; -27.895808545967043; -12.859643511554907],520.0409992193398
F52014,one_point,tournament,0.5,3209563329,[-19.531583676119382; -75.5496544478589; -4.956510781503283; -13.696845656041972; 59.230502442226424; 40.43424410378057; 27.174916625817147; -68.26223546879153; -98.33404167065972; -35.29578275743866],519.6426499329651
F52014,one_point,tournament,0.5,3494301529,[-59.2675802870273; -51.78138799649285; -62.65632581338942; 21.612957154458883; -93.20922153151479; -52.008449264112656; 54.878211938000874; -56.24222923563491; -20.505390182275278; -34.28006678260577],520.0827080131153
F52014,one_point,tournament,0.5,2480743870,[98.60544880760418; 56.64692751395668; 88.6491035266805; 35.96697224406378; 49.74136413382098; 94.83992215448814; -40.072248131575726; -12.881562368399813; -29.164282793008184; 18.595424746547337],520.0505625969095
F52014,one_point,tournament,0.5,3860965249,[-22.93283418804883; -44.82606872347723; 10.98005187181397; 9.401520087268139; 41.21878505966515; 10.03685333312012; 10.503185771990715; -74.43795389310154; -84.34377607956898; -37.019761732927094],519.6127329460145
F52014,one_point,tournament,0.5,4035688795,[0.15373236091045328; -75.62928157872182; 6.0489129929238885; -3.8146154024079095; 34.07691416916768; 42.29342178152419; -10.202714276086127; -75.77968685807592; -57.39118853369083; -45.88597871759534],519.7537289095579
F52014,one_point,tournament,0.5,2305074611,[-19.382177390704115; -39.62651348072732; 4.260509819462442; -7.4128806028517005; 49.67638032529601; 40.120180765595904; 3.0731060482571024; -93.70614441470029; -51.23475911982196; -17.61958979706128],519.798861515225
F52014,one_point,tournament,0.5,970407141,[49.43154271038594; -21.35967313401754; -74.78464575796555; -37.6236394949734; -74.88677556370658; -99.08396414847273; 88.58899903159903; 51.9372882310731; -73.49512313245825; -30.154512870491914],520.0460225249634
F52014,arithmetic,roulette,None,1071426463,[21.220264442002417; -32.114277655684674; -2.0360022233909802; -28.503600651286362; -5.706032317932822; -17.226002300722364; 5.534308104511003; 62.509702797323655; 42.078069424898594; -21.39661746702246],520.1721277554954
F52014,arithmetic,roulette,None,1472567970,[-36.11089706674048; -7.593560563555297; -82.90760773405773; -8.310695696747015; 44.77922476837735; -4.933314690744522; 68.14555657210633; -18.596263844886654; 15.107723253986002; 17.848559336761696],520.1889836758946
F52014,arithmetic,roulette,None,1432569411,[-57.46792402901762; 22.907487498595188; 21.714526610517584; -34.176501899622686; 10.1844994355875; -29.356097946449; -4.647228120492766; 75.20710822089114; -11.387130298219416; 57.26456490971429],520.2239857345198
F52014,arithmetic,roulette,None,639730785,[-13.232443076435784; -63.31883448528737; 12.754898769652115; -57.827459312723285; -14.751669447909395; -11.191337502126588; -16.351112046248026; 91.87159363012584; 41.347273591463164; 8.84570210714524],520.3094986884696
F52014,arithmetic,roulette,None,966175191,[27.083129663651842; -14.135601555799633; -16.908083343571306; 21.1847500154163; 0.44502814206383423; -10.839034564302153; -24.206372105412452; -18.180626655725277; -14.959621843375679; -30.74728847659825],520.2494196315968
F52014,arithmetic,roulette,None,2019088768,[36.558434091110115; 12.172183527185172; 5.910841263079702; 48.671196019324775; 73.1407340523684; -0.4990725198150141; -3.9938685500333317; -3.7265983047948623; 6.595659803412193; -24.66770044069282],520.2321729611859
F52014,arithmetic,roulette,None,2844325704,[-6.268477560760026; -50.60492478514674; 31.79412152277441; 28.116154808845906; 23.261229429824418; 22.830832697952214; 7.31458906723724; -72.06344803172647; -71.91006860185642; -30.719327508482927],520.0062575606183
F52014,arithmetic,roulette,None,1716803076,[-8.818573338501817; -33.15039132796121; 13.087492103697993; -20.758132003744976; 9.014815516753547; 4.093912866056321; 16.07575642981716; -85.09718057275437; -34.76078260712519; -15.716117034450196],520.2877818847012
F52014,arithmetic,roulette,None,3900106042,[22.471383703690833; 6.765655366068446; -12.477456753414426; -1.5487140436027014; -1.3648413762695575; -0.11099992043552653; 0.9019964156447096; -1.6888541750834816; -39.41722581091052; 81.78163415823636],520.3606905002011
F52014,arithmetic,roulette,None,4266433472,[-4.490373102314586; -4.111746321204445; -20.8613587887645; 30.20912323394931; 43.877094873391776; 5.119470730000328; -13.88669659108159; -71.20332569260233; -8.898646488903049; 38.44031862813508],520.277891790688
F52014,arithmetic,roulette,0.1,152559646,[-4.587775577928523; -7.59637597833785; 5.293231209785858; -28.28782426116824; -28.92572382360281; 18.01601372751613; -56.805273823662766; -11.413005338253104; 7.029383945992716; 15.461005497980889],520.3562171149149
F52014,arithmetic,roulette,0.1,264250318,[-16.292041759103714; -56.21670412538616; 22.976749543533035; 14.225812149015846; 16.108235567171842; 28.60415939326367; 29.337772673558156; -73.35411655931117; -50.189005789739895; -12.07572450964996],520.2583721810493
F52014,arithmetic,roulette,0.1,4227702505,[10.002973288108478; -40.11951481128004; -8.28707401066226; 0.6296420970411034; 24.76526035920726; 26.871006387522446; 23.04475122231797; -82.62192235493937; -76.03173226614912; -30.258999348922917],520.1172019655696
F52014,arithmetic,roulette,0.1,1680208612,[-0.6827863543746977; 53.32930811066018; -44.94011027066031; 30.394971350126177; -27.75777456850705; -8.996635282702385; -8.739494792387987; 38.03371733306083; -24.500380662172248; -0.978319674113072],520.3182866850678
F52014,arithmetic,roulette,0.1,2337448160,[-7.836397299688036; -45.00814351471143; 5.686854575150163; 3.3950533601993813; 32.58100747735115; 29.99995597572893; 13.400924036164383; -72.04576139718608; -63.81072281237474; -14.37177317670534],518.9891820726335
F52014,arithmetic,roulette,0.1,3756816183,[-12.072540529901344; 44.37337587364395; 18.414761176361672; 1.0630846339589226; 17.8782773455327; 4.986421002736523; -21.311558194460265; 40.69791733169385; 42.46635755678445; -36.58464768686566],520.2909604361927
F52014,arithmetic,roulette,0.1,4202720610,[-64.43524008205439; -28.17680483695584; 57.761478131552416; 13.956986694379369; -5.1227329875205445; 24.526925413918065; -22.47633002816952; 27.472868768256127; -2.6270842217114296; -12.926616587163647],520.2933654142099
